orig_index,Spectra,gv_fraction,npv_fraction,soil_fraction,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490
127,Res041,0.11920500,0.00662252,0.87417197,-1.47103214,-1.45221341,-1.42853558,-1.39775646,-1.36363673,-1.33532631,-1.31910348,-1.30880558,-1.29361451,-1.26721537,-1.22691274,-1.17155898,-1.09833038,-1.01432347,-0.93780971,-0.86817533,-0.80779696,-0.76612568,-0.73719901,-0.71073449,-0.69104385,-0.68199313,-0.68095052,-0.67135376,-0.66129166,-0.65989494,-0.66828394,-0.68506294,-0.66952538,-0.56442994,-0.37551138,-0.18975516,-0.02976350,0.09013505,0.16262065,0.20897929,0.25417063,0.26721990,0.27728856,0.29332429,0.30687070,0.32143727,0.33606929,0.34250429,0.34693983,0.35165069,0.35828388,0.36510289,0.37371242,0.38447684,0.40288696,0.41503525,0.42157283,0.44277567,0.46514472,0.46033573,0.45632884,0.44535708,0.44931185,0.45786506,0.46182966,0.46377701,0.48038280,0.49565029,0.51024354,0.52524012,0.53434938,0.54472959,0.55523247,0.56522328,0.57965314,0.60084659,0.63100463,0.64105809,0.61796588,0.58783400,0.56396514,0.55855829,0.55780691,0.55977875,0.56453121,0.57364255,0.58007479,0.58506536,0.59112316,0.60043061,0.61228484,0.61929923,0.61477864,0.61004722,0.60433090,0.59337294,0.57770556,0.56101751,0.53253549,0.50688308,0.19051042,0.13551092,0.38342488,0.45112482,0.14835814,0.00978958,-0.19854815,-0.31134933,-0.36244747,-0.39986029,-0.39994711,-0.36967772,-0.33876035,-0.29498956,-0.24873257,-0.19471936,-0.13769935,-0.08280081,-0.03140328,0.01778993,0.06035028,0.10367361,0.13987306,0.16743259,0.19514403,0.22005317,0.23821670,0.25238246,0.26855960,0.28080019,0.28791252,0.29220316,0.29412526,0.29480094,0.29235318,0.28383949,0.27409080,0.26284865,0.24414991,0.21798685,0.19104914,0.16480196,0.12211434,0.15346737,0.22998299,0.32192808,0.20958930,-1.02398622,-1.30340350,-1.73368084,-1.72794056,-1.59266031,-1.39588404,-1.74110544,-1.75171912,-1.68437362,-1.31572580,-0.54957831,-0.72560990,-1.06174338,-0.98188287,-1.03095531,-0.98797977,-0.93809509,-0.88253081,-0.80807084,-0.78796393,-0.75975603,-0.71892953,-0.66524446,-0.62249410,-0.58221108,-0.55274242,-0.50831860,-0.47603607,-0.44332314,-0.40038112,-0.36470336,-0.34535685,-0.33761850,-0.32405913,-0.31974012,-0.30419880,-0.30063072,-0.30833718,-0.30410346,-0.28324351,-0.28053564,-0.29545581,-0.29280847,-0.29392391,-0.30556828,-0.34554440,-0.35648671,-0.37495184,-0.42726007,-0.37028727,-0.42116699,-0.50985461,-0.58445513,-0.59329814,-0.57092613,-0.68731660,-0.68656331,-0.49823850,-0.75442278,-0.54758120,-0.66055018,-0.82109493,-0.38430542,-0.44931185,-1.09217119,0.31099889,-0.59096599
1022,SSI_BAPI12_20120302,0.58332902,0.41667101,0.00000000,-1.59585917,-1.57464910,-1.55577266,-1.53910172,-1.51922286,-1.49762535,-1.47882783,-1.46971142,-1.46081853,-1.45092309,-1.43696058,-1.40927565,-1.36103034,-1.29635870,-1.24787295,-1.21492267,-1.20278049,-1.21398628,-1.23440838,-1.24610043,-1.24544346,-1.25082338,-1.26468694,-1.26474333,-1.27162671,-1.29305851,-1.31100321,-1.33510065,-1.33225667,-1.24478078,-1.00968850,-0.73540521,-0.47275674,-0.25465116,-0.11288475,-0.03375882,-0.02428675,0.04673903,0.07752331,0.10550762,0.13504675,0.16371644,0.19020249,0.21600679,0.24470243,0.26972654,0.29698738,0.32322615,0.34981552,0.37594235,0.39413837,0.41982463,0.44898561,0.46768224,0.46408808,0.47014213,0.46281713,0.47292224,0.48940554,0.51944578,0.55862188,0.59943449,0.63986468,0.68242764,0.71832371,0.75822175,0.78813624,0.82663667,0.84873694,0.86364478,0.87555933,0.88753301,0.87831724,0.82830542,0.76833808,0.66214263,0.60680342,0.58641326,0.56918436,0.55954456,0.56910515,0.60050559,0.65083432,0.70395952,0.75919241,0.80275494,0.84071475,0.86993158,0.88835150,0.89431769,0.88209438,0.84577459,0.78078318,0.68865651,0.59280080,0.51143551,0.54800981,0.11958923,0.09745328,-0.17432393,-0.46549800,-0.61967379,-0.71747720,-0.76040894,-0.78800184,-0.79137868,-0.79180670,-0.77289993,-0.73716372,-0.69398999,-0.64740729,-0.59361786,-0.53882664,-0.48488799,-0.43563974,-0.38604230,-0.33946979,-0.29561919,-0.25180179,-0.20662469,-0.16062012,-0.12031084,-0.08011082,-0.05003775,-0.02295291,-0.00725653,-0.00949323,-0.02320498,-0.05472734,-0.09866477,-0.14917803,-0.18847331,-0.22283480,-0.23406245,-0.22807501,-0.23668841,-0.25449318,-0.26025999,-0.25083652,-0.24843831,-0.26829210,-0.16817816,-0.17320640,0.83490312,-1.75245631,-0.16579281,0.27114642,1.00030303,-0.68326962,-0.89081722,-0.57132560,-0.81064761,-1.11367905,-1.16759515,-1.14294982,-1.12548542,-1.08022141,-1.04748476,-1.02821481,-1.00001979,-0.95933247,-0.94344568,-0.93522698,-0.94398493,-0.94225627,-0.93651569,-0.94228721,-0.93247181,-0.92293262,-0.90855527,-0.90684092,-0.88535392,-0.86909550,-0.85509074,-0.84185439,-0.82798719,-0.81843621,-0.79444510,-0.77654296,-0.75537777,-0.74764550,-0.74187297,-0.75965422,-0.78371322,-0.83857960,-0.88926494,-0.94767946,-0.99532735,-1.01866567,-1.03187251,-1.06301773,-1.08040178,-1.07743752,-1.09194469,-1.08729923,-1.09784079,-1.10798192,-1.11448252,-1.12156606,-1.15852475,-1.18562651,-1.23055708,-1.18675029,-1.26749110,-1.28487241,-1.30957425,-1.33028758,-1.33089387,-1.05694962,-0.43716756
555,QUE_T1.14.I,0.00000000,0.50000000,0.50000000,-1.21423995,-1.18242931,-1.14830995,-1.10955274,-1.07089305,-1.03919065,-1.01441014,-0.99204946,-0.96656537,-0.93521786,-0.89948469,-0.86229831,-0.82535774,-0.78822643,-0.75183547,-0.71550888,-0.67946315,-0.64562565,-0.61522353,-0.58609027,-0.55824018,-0.53060353,-0.50200796,-0.47139874,-0.44066527,-0.40900445,-0.37718889,-0.34569505,-0.31001854,-0.26476994,-0.21669614,-0.17044605,-0.12388710,-0.08127310,-0.04225816,-0.00446966,0.03799301,0.06805228,0.09755682,0.12973781,0.16048609,0.19138500,0.22253644,0.24913935,0.27431002,0.29976514,0.32485986,0.34978279,0.37535477,0.40114433,0.42800152,0.45244840,0.47405225,0.49832687,0.51641911,0.53669029,0.55373150,0.57183874,0.58858848,0.60885710,0.62649685,0.64643925,0.66658217,0.68620151,0.70962888,0.72706854,0.74967277,0.77116495,0.79139829,0.81399804,0.83548808,0.85777932,0.88706791,0.90830135,0.92055082,0.93013382,0.94065869,0.95184875,0.96616685,0.98144603,0.99664229,1.01355052,1.03108716,1.04894853,1.06825721,1.08841610,1.10917640,1.12788403,1.14156365,1.15624785,1.17092729,1.18669522,1.20308101,1.21892488,1.22729349,1.23325002,1.30949974,1.39315450,1.44809854,1.35327327,1.24899387,1.17435992,1.13271344,1.11103237,1.10566545,1.10319555,1.10838783,1.12053585,1.13166022,1.14517879,1.15906179,1.17738187,1.19781387,1.21639669,1.23196435,1.24677372,1.26146567,1.27673972,1.29060864,1.30696869,1.32839310,1.34883261,1.36677742,1.38355374,1.39630508,1.40219808,1.40156400,1.39892721,1.39731967,1.39759851,1.39769566,1.39779460,1.39399338,1.39538610,1.40297985,1.40745604,1.40851152,1.41026843,1.41728449,1.42687166,1.43972874,1.46778429,1.49038637,2.00989199,3.14599586,1.56112278,0.90204769,2.02591753,1.64465892,1.92426431,2.14963460,1.66105878,0.95519561,0.97739756,1.00728583,1.03781033,1.09566486,1.12510884,1.14480531,1.17527938,1.20589995,1.23647308,1.21541440,1.17351735,1.12960732,1.09430766,1.06848836,1.03815675,1.02049923,1.00679243,1.00344586,1.01001775,1.02349758,1.03887546,1.04153121,1.03589249,1.04403782,1.04480088,1.04572928,1.04661882,1.04424465,1.04734874,1.07367063,1.06997788,1.03864384,0.99231869,0.95234841,0.91845089,0.90237725,0.91041487,0.89918393,0.86661232,0.84969592,0.84680152,0.83563042,0.80897027,0.82294667,0.81219631,0.81852120,0.81250995,0.77556449,0.73100042,0.72360903,0.72819018,0.58822036,0.53297651,0.50440544,0.38965374,0.41689518,1.78907192
350,COP_20151212_2-50-E,0.06412730,0.93587297,0.00000000,-0.99507749,-0.95572937,-0.91268444,-0.86893910,-0.83180869,-0.79823554,-0.76514363,-0.73113471,-0.69815648,-0.66335660,-0.63040537,-0.59690869,-0.56402910,-0.53275740,-0.49992317,-0.46463779,-0.43225420,-0.39697886,-0.36524898,-0.32724461,-0.29790837,-0.26167235,-0.22121219,-0.18146686,-0.14323582,-0.10457788,-0.06591994,-0.02799857,0.01080276,0.05383207,0.09658537,0.14054734,0.18645585,0.22984393,0.27036041,0.30947855,0.35655180,0.38870296,0.42423397,0.46201265,0.49970862,0.53702968,0.57499510,0.60914320,0.64294982,0.67776656,0.71087480,0.74489766,0.77770627,0.81002665,0.84453821,0.87509847,0.90224338,0.94311112,0.96235603,0.99243319,1.02110052,1.04700959,1.07716870,1.10583031,1.15072179,1.20405352,1.24247921,1.27818775,1.31083941,1.34251332,1.37605703,1.41112220,1.45113456,1.49679494,1.54869127,1.62126195,1.71054912,1.72305667,1.72762775,1.72815645,1.72005081,1.74646676,1.77688837,1.80437756,1.83771980,1.87053025,1.91402364,1.96185970,2.01190567,2.06347013,2.11508822,2.14958549,2.18525505,2.23178029,2.28387690,2.33648586,2.38420296,2.43333030,2.51887512,2.74634790,0.81125557,0.86436391,0.83538294,0.73899597,0.42321798,0.88650328,3.18266177,2.30489588,2.10737467,1.95473337,1.91807652,1.94778490,1.94441068,1.94817007,1.97919166,2.02694750,2.07682872,2.12113833,2.15632820,2.18839121,2.22129750,2.25590682,2.28908706,2.32897592,2.38708472,2.44827485,2.50248289,2.55281067,2.59799099,2.62674737,2.64093804,2.64478493,2.63177800,2.60682273,2.58405805,2.56251240,2.53964233,2.54111624,2.57714415,2.59477305,2.60300016,2.64191675,2.73556924,2.94360113,3.12287784,2.82265306,2.88133883,3.47698975,4.60749054,5.65383577,5.02635717,4.87674952,4.29944515,3.17312002,3.25791073,2.56179953,1.72719395,1.42388356,1.43444693,1.54438353,1.61391628,1.71377420,1.84469402,1.99422264,2.13060737,2.09741211,2.01045108,1.99676955,1.95852673,1.87493682,1.74076211,1.64668167,1.59999061,1.58438861,1.58129370,1.59426725,1.62691343,1.67522585,1.72860837,1.76838756,1.79407489,1.81695008,1.83608723,1.85233116,1.86151528,1.86132705,1.86007416,1.82701278,1.73661518,1.60476482,1.47627556,1.37873888,1.34108007,1.32642984,1.27126384,1.20233762,1.18277287,1.19149578,1.18457770,1.17095888,1.18659139,1.20285451,1.21527255,1.22154677,1.20784938,1.17381370,1.15069091,1.06257033,0.92075980,0.86073661,0.75265527,0.78317016,1.17120147,1.60119331
439,QUE_T1.03.C,0.00000000,0.71969998,0.28000000,-1.32604444,-1.30423069,-1.27935874,-1.25076795,-1.22195482,-1.19722974,-1.17621148,-1.15587819,-1.13365197,-1.10758507,-1.07913625,-1.05081427,-1.02251220,-0.99420655,-0.96556365,-0.93643177,-0.90735048,-0.87958187,-0.85412145,-0.82768339,-0.80210316,-0.77516967,-0.74650329,-0.71616554,-0.68467706,-0.65066534,-0.61588472,-0.58050925,-0.54268545,-0.49918881,-0.45639917,-0.41506001,-0.36801317,-0.32829565,-0.29493311,-0.25805143,-0.21265559,-0.17888965,-0.14639080,-0.10924958,-0.07333306,-0.03496026,0.00602050,0.03641972,0.06366735,0.09363115,0.12419245,0.15471075,0.18761253,0.22461702,0.26754993,0.30175737,0.33016506,0.38625523,0.44246855,0.46636802,0.47412238,0.47489858,0.48752668,0.50311226,0.50299728,0.50309122,0.52772599,0.55228198,0.57875609,0.60179478,0.62531376,0.65059924,0.67509073,0.70314944,0.73874986,0.78060764,0.84788597,0.89270663,0.89394045,0.90135521,0.88799554,0.88610429,0.89781529,0.91234118,0.92830986,0.94605225,0.96274239,0.98176974,1.00408995,1.02767396,1.05267310,1.07612967,1.09384441,1.11574984,1.14116776,1.16922021,1.19756293,1.23054802,1.25598633,1.29917681,1.30328012,1.12398422,1.27136207,1.49562562,1.45150852,1.29974627,1.16647768,1.08019710,1.04993856,1.00768876,0.98605078,0.99773371,0.99818063,0.99038464,0.99135202,1.00969064,1.03335607,1.05654740,1.07677817,1.09551060,1.11488998,1.13370669,1.15154028,1.17350352,1.20256376,1.23288965,1.25936353,1.28103733,1.29627049,1.30333436,1.29935324,1.28953373,1.28279042,1.28062451,1.27990675,1.28046215,1.27313852,1.27600574,1.28855205,1.29119778,1.29294646,1.30205715,1.32114434,1.34954381,1.40703297,1.51882088,1.62645137,1.86504436,5.15802717,2.21386385,4.13423014,0.64170009,-0.85696763,1.49814916,0.87799233,0.73442441,1.22538257,0.72275478,0.78066003,0.79010183,0.79170889,0.80465180,0.82264495,0.86339939,0.91236436,0.94059181,0.91853666,0.86958945,0.82048327,0.76982152,0.73480237,0.69836426,0.67073345,0.65757573,0.65582567,0.65446401,0.67374194,0.69343138,0.70778364,0.70547330,0.72794175,0.74612325,0.75324309,0.76352602,0.77285963,0.77447957,0.79138190,0.77573651,0.73971933,0.66779536,0.60220098,0.56114018,0.53865731,0.54097462,0.52103859,0.48949203,0.46274024,0.44324148,0.42051899,0.38669181,0.42124984,0.43663210,0.44584137,0.39383429,0.42452893,0.42786434,0.39005435,0.28360131,0.23077740,0.19895402,0.12756374,-0.05985772,-0.52658099,-0.59695703
857,CHI_CECU01_20110609,0.52268600,0.47731400,0.00000000,-1.56768227,-1.56755567,-1.56247187,-1.55147839,-1.53445399,-1.51971304,-1.51007152,-1.50459182,-1.50022042,-1.49602962,-1.48770916,-1.46789896,-1.42676723,-1.37033439,-1.32741904,-1.29946017,-1.29260647,-1.30894339,-1.33373761,-1.34302437,-1.34482682,-1.35430050,-1.36845422,-1.37060213,-1.37571084,-1.39582419,-1.41385090,-1.43577945,-1.43564129,-1.37015879,-1.18684304,-0.96717072,-0.73863477,-0.52259946,-0.36803269,-0.28404948,-0.26229370,-0.22394074,-0.21025167,-0.19900882,-0.18692936,-0.17646877,-0.16660194,-0.15928137,-0.14917545,-0.14009742,-0.12983432,-0.12076543,-0.11371971,-0.11059617,-0.11196167,-0.10970639,-0.10535990,-0.11907388,-0.12341359,-0.14585617,-0.18401781,-0.20370600,-0.20707718,-0.19807242,-0.18051587,-0.19559570,-0.16437413,-0.13860840,-0.10922423,-0.08453747,-0.06464126,-0.04685344,-0.03688845,-0.02950209,-0.02749934,-0.02594078,-0.04082756,-0.08094508,-0.15721682,-0.25235474,-0.31583104,-0.33577409,-0.34882817,-0.35636190,-0.35469663,-0.33907083,-0.30909956,-0.27433690,-0.24369894,-0.21801724,-0.19875395,-0.18298243,-0.17493230,-0.17836565,-0.19609725,-0.23280703,-0.28638750,-0.35865691,-0.43551153,-0.48927104,-0.54461735,-0.69362384,-0.77304298,-0.87540138,-1.04818583,-1.14372838,-1.19235611,-1.21428442,-1.22650158,-1.22813284,-1.22589862,-1.21693170,-1.20006192,-1.18005145,-1.15882683,-1.13288629,-1.10803378,-1.08353341,-1.05930901,-1.03605402,-1.01368880,-0.99147403,-0.97138572,-0.94947541,-0.92778856,-0.90632159,-0.88687181,-0.87014753,-0.85522509,-0.85059327,-0.85005510,-0.84990972,-0.84693080,-0.85382843,-0.86729747,-0.88418353,-0.90319711,-0.91505563,-0.91642904,-0.92368114,-0.93321097,-0.94046205,-0.94040877,-0.94142866,-0.95188576,-0.97668207,-1.00692475,-0.94736499,3.60098004,0.46460906,-0.58489931,-0.82744396,-1.21627641,-1.22735608,-0.87103063,-1.39598334,-1.35728538,-1.37737978,-1.36395407,-1.35129583,-1.33173811,-1.31574059,-1.30313778,-1.29844391,-1.28257465,-1.26848102,-1.26303470,-1.25954783,-1.26113725,-1.26817930,-1.26242661,-1.25922847,-1.25247717,-1.25247681,-1.25023377,-1.24581254,-1.24061453,-1.23866391,-1.23258173,-1.22662497,-1.22086918,-1.21088350,-1.20748341,-1.19704378,-1.19176435,-1.18605423,-1.18457067,-1.19140279,-1.21158862,-1.22791910,-1.24889803,-1.26447916,-1.28033626,-1.29272544,-1.30915141,-1.32114065,-1.30820370,-1.31946790,-1.33585930,-1.33486164,-1.33987439,-1.33956468,-1.36310077,-1.36145735,-1.37256420,-1.41478980,-1.41674745,-1.41941941,-1.45190704,-1.43228734,-1.45543277,-1.31990623,-1.17762887,-0.70448178
7,Resop066,0.02366860,0.21893500,0.75739598,-1.41640389,-1.39037192,-1.36055517,-1.32660139,-1.29173112,-1.26185620,-1.23896635,-1.21836019,-1.19440234,-1.16428721,-1.12791276,-1.08658838,-1.03935647,-0.98871732,-0.93865806,-0.89011872,-0.84514284,-0.80763566,-0.77539927,-0.74601763,-0.71778929,-0.69368172,-0.67357713,-0.64757830,-0.62160802,-0.60057384,-0.58295745,-0.56788725,-0.53834647,-0.47601491,-0.39342353,-0.31636241,-0.25352159,-0.19033186,-0.13624257,-0.09720227,-0.06268234,-0.03794323,-0.01339892,0.00909345,0.03120520,0.04860225,0.06286850,0.08737576,0.11232089,0.13251206,0.15093397,0.16899103,0.18604498,0.19936921,0.20443872,0.21730205,0.23760575,0.22614975,0.21771224,0.23822582,0.26847008,0.30723926,0.33357292,0.35967055,0.38851693,0.41828370,0.43580896,0.45634776,0.47446033,0.48958784,0.50563645,0.52127975,0.53414512,0.54402584,0.55077660,0.53395325,0.49990284,0.50836861,0.53098941,0.55452150,0.59590435,0.62210226,0.63728583,0.65096170,0.66577256,0.68247062,0.70262241,0.72176242,0.73828900,0.75274336,0.76789939,0.77993757,0.78616601,0.79470843,0.79491550,0.78764963,0.77583981,0.75363314,0.72181827,0.63413948,0.52888525,0.47436708,0.36837357,0.22378404,0.20528887,0.14109331,0.17112489,0.17443261,0.17070700,0.20153205,0.22671068,0.24067099,0.29958379,0.36727577,0.42998207,0.48482487,0.53218001,0.57512128,0.61101669,0.64198923,0.67132151,0.69896048,0.72472578,0.74822325,0.76977617,0.79175961,0.81244522,0.82888716,0.84094805,0.85370606,0.86398739,0.86782670,0.86702132,0.86616123,0.86553741,0.86244720,0.85188401,0.84339952,0.83561057,0.81833959,0.79820979,0.78110081,0.76158404,0.73510545,0.69753551,0.63972563,0.50849086,0.70519567,0.36692613,-0.38740805,-1.00365901,1.00274825,0.25759485,-0.30901191,-1.02605772,-0.33368394,-0.46129853,-0.46677038,-0.34949464,-0.33693442,-0.18156095,-0.11764351,-0.07340972,-0.01787161,0.03065070,0.12622815,0.15562016,0.18894941,0.23786122,0.24951237,0.30363041,0.32652885,0.36527631,0.38575646,0.40317327,0.45702040,0.48150629,0.52159339,0.54515612,0.54295307,0.53109413,0.50612420,0.49146205,0.47543284,0.45233291,0.48302734,0.50301063,0.51980287,0.46066153,0.45487580,0.39904249,0.37094402,0.39940757,0.37783220,0.37983799,0.27080050,0.30527180,0.27365842,0.22412294,0.20713210,0.20359054,0.23286943,0.22023267,0.10782670,0.06493422,0.00957316,-0.28021917,-0.37444678,-0.10732128,0.52956468,-0.25847867,-1.17716646,-1.42074907,-1.56201661
1681,SSI_BAPI10_20111108,0.61718202,0.38281801,0.00000000,-1.59548938,-1.57757962,-1.54079258,-1.48676085,-1.42863297,-1.37674081,-1.33422410,-1.30472004,-1.27643776,-1.25380790,-1.22538352,-1.18019545,-1.10511220,-1.01454568,-0.94480509,-0.89155287,-0.86585820,-0.87190241,-0.88628632,-0.89867008,-0.88912404,-0.88709342,-0.89802754,-0.89021444,-0.89408177,-0.91924810,-0.93821084,-0.96941268,-0.96352750,-0.84156072,-0.52671993,-0.14660150,0.23910600,0.57527488,0.80011487,0.92381614,0.97479600,1.04828572,1.09360552,1.13610327,1.17858326,1.21741343,1.25079632,1.28641498,1.32405579,1.35677254,1.39066935,1.42292571,1.45250058,1.48222792,1.49572849,1.51927102,1.54518402,1.57151818,1.52922404,1.51934755,1.48208225,1.47924471,1.48831534,1.51766443,1.55587137,1.63627160,1.69668961,1.75415397,1.79111981,1.85340893,1.89039266,1.91632366,1.95273328,1.95630956,1.95453799,1.95319998,1.91238713,1.84491348,1.71417606,1.52827048,1.42404294,1.37058699,1.33622622,1.30672002,1.31362092,1.34754598,1.40341687,1.47983158,1.54217935,1.59269226,1.63413894,1.66381848,1.67896914,1.67268372,1.63917089,1.57210743,1.46905756,1.32874417,1.18476725,1.07623875,0.96746027,0.57828468,0.53867298,0.13123852,-0.16935469,-0.37224269,-0.47529379,-0.53089976,-0.56546259,-0.57022828,-0.56489700,-0.54848742,-0.50568646,-0.45351696,-0.39739057,-0.33438125,-0.27221614,-0.20801976,-0.14945054,-0.09536546,-0.03921454,0.01377930,0.06676425,0.12233847,0.17225376,0.21951282,0.26277760,0.29937786,0.32453313,0.34605169,0.34189171,0.32829648,0.28854799,0.23820876,0.18476465,0.13257213,0.09775478,0.08415452,0.09335829,0.07456663,0.04898683,0.03941776,0.04241697,0.04261072,-0.00288469,0.09922558,0.01121481,-0.08399886,0.19239876,-1.75245631,1.74679506,0.58963859,-0.75839913,-0.81271505,-0.45969230,-0.83612108,-1.17030406,-1.10546494,-1.04772031,-1.02199280,-0.98525172,-0.94474590,-0.91327548,-0.88299936,-0.86132038,-0.82818919,-0.80888969,-0.80702561,-0.80271548,-0.81330341,-0.80671227,-0.79990637,-0.79054070,-0.78072602,-0.76685923,-0.75675434,-0.73865265,-0.72415292,-0.70741004,-0.69043988,-0.65851963,-0.64292550,-0.63376731,-0.61204553,-0.60741532,-0.58710247,-0.61053395,-0.63486558,-0.69646180,-0.76228732,-0.79969662,-0.85501587,-0.86544853,-0.90802699,-0.92902088,-0.92645091,-0.93973446,-0.94227451,-0.97775149,-0.98601735,-0.99676359,-1.00504887,-1.01062942,-1.02404666,-1.03112388,-1.05228209,-1.08357930,-1.20676887,-1.24926770,-1.19728065,-1.20833063,-0.96802175,-0.49783465,-1.75245631
1584,SSI_BAPI02_20110927,0.79917598,0.20082401,0.00000000,-1.66822851,-1.65533412,-1.64447439,-1.62677968,-1.60582256,-1.58676517,-1.56799042,-1.55595541,-1.54070115,-1.53150833,-1.50955224,-1.46466589,-1.37618971,-1.26610518,-1.19476485,-1.15262282,-1.14366710,-1.17588484,-1.22370827,-1.25042796,-1.25836694,-1.27632666,-1.30587351,-1.31267047,-1.33377874,-1.37816894,-1.40942419,-1.45077670,-1.44975185,-1.32690775,-0.98416442,-0.54046935,-0.05905945,0.36930868,0.66075104,0.82558376,0.89344895,0.96579289,1.00752544,1.04590058,1.08314192,1.11869514,1.14773977,1.17265475,1.20165610,1.23049772,1.26072586,1.28750181,1.30998838,1.33003569,1.34235907,1.35830152,1.36469543,1.38958776,1.29294014,1.25768876,1.15477467,1.12327302,1.13707113,1.18268573,1.24166441,1.25556791,1.33949733,1.41218865,1.48516059,1.53465009,1.58450806,1.62025297,1.63220489,1.63739491,1.62804306,1.60369384,1.58540785,1.43615305,1.19106293,0.91602159,0.77991658,0.73800033,0.70790309,0.68182510,0.68162131,0.71667039,0.77825528,0.85036248,0.91185158,0.96217632,1.00246048,1.01991987,1.01890576,0.99075723,0.92797518,0.82825309,0.68398374,0.52154762,0.35079879,0.25670090,0.50144774,-0.42810705,0.55703562,0.48565692,-0.57215458,-1.17420053,-1.22302783,-1.21541822,-1.23581302,-1.23619342,-1.22672713,-1.20956433,-1.17582095,-1.13238633,-1.08767736,-1.03497374,-0.98254734,-0.93149889,-0.87834507,-0.82710254,-0.77699029,-0.73149508,-0.68453413,-0.64121830,-0.60100096,-0.56021643,-0.52987039,-0.50097734,-0.47756273,-0.45989388,-0.45992953,-0.47227588,-0.50104535,-0.54018593,-0.57786399,-0.61948109,-0.65409100,-0.67449939,-0.68079650,-0.70779872,-0.74178451,-0.75912440,-0.76680911,-0.77275366,-0.81225348,-0.76884890,-0.52172023,1.66538870,-1.75245631,-1.75245631,-1.75245631,-1.75245631,2.95866728,2.84870577,2.35026073,2.28877711,-0.02052491,-1.25162911,-1.49358451,-1.48564613,-1.49860561,-1.49069655,-1.47412527,-1.46087694,-1.44929790,-1.40721953,-1.40146518,-1.39339447,-1.38264644,-1.37300277,-1.35808587,-1.34990156,-1.33456206,-1.31728351,-1.30739105,-1.29703844,-1.28342640,-1.26877713,-1.25653481,-1.24062502,-1.23272371,-1.22507131,-1.21085250,-1.19873381,-1.19985008,-1.18802619,-1.20202804,-1.22214639,-1.24702549,-1.27133143,-1.30191910,-1.32457769,-1.34827149,-1.36425841,-1.38993073,-1.40024722,-1.40573561,-1.40823364,-1.42982423,-1.43396926,-1.43854380,-1.44394732,-1.47461712,-1.46928024,-1.49663723,-1.48599017,-1.51558471,-1.45275354,-1.46815848,-1.50991774,-1.36051297,-1.25747824,0.13036896,-1.75245631
