frequency,diff_mag,diff_real,diff_imag
0.0,0.0015266090476373506,-0.0015266090476373506,0.0
0.0004761904761904762,0.0015467109542427358,-0.0015463717935091381,3.2389075531824574e-05
0.0009523809523809524,0.0016352898899683046,-0.001633432943161317,7.790920631034481e-05
0.0014285714285714286,0.0016271811531429047,-0.00162131068201532,0.00013809481353943553
0.0019047619047619048,0.001896886321590975,-0.001883119643275144,0.00022811866681671233
0.002380952380952381,0.0013665333332554025,-0.0013021208241794646,-0.00041460186943176325
0.002857142857142857,0.002106815017187097,-0.0020100526154334664,-0.0006311560819909356
0.003333333333333333,0.0020952109728452303,-0.0015654124212605147,-0.0013926209003509715
0.0038095238095238095,0.00623390645094476,-0.00623044819603269,-0.00020761723359030704
0.004285714285714286,0.0016209159271269862,-0.0015036273692335955,0.0006053702811549266
0.004761904761904762,0.0022917240613377575,-0.0022828596211673102,0.00020137309492151978
0.005238095238095238,0.0021544928893889085,-1.6339626300432286e-05,0.0021544309288161756
0.005714285714285714,0.004945415421562239,0.0018801707624515052,-0.004574067292448608
0.006190476190476191,0.008781843359011743,0.0017871725176832332,-0.008598068804926862
0.006666666666666666,0.009668507519996353,-0.007759369444745701,-0.00576820799591804
0.007142857142857143,0.003872470276754605,-0.00370680666406846,-0.0011205402266610265
0.007619047619047619,0.009201604882091633,-0.008129504440034796,-0.004310532445717941
0.008095238095238095,0.013095089511784645,0.01112968241919432,0.006900111489644867
0.008571428571428572,0.009434356859305177,0.004870819795828929,-0.008079740334025573
0.009047619047619047,0.009240101907009109,0.0069800783714546455,-0.0060545841459397065
0.009523809523809525,0.021266310678687363,-0.0010644047021457423,-0.021239656600625684
0.01,0.0060903970357034315,-0.0019797164072680624,-0.005759657889084974
0.010476190476190476,0.01822567385082063,-0.01646980147290572,-0.007805179482853641
0.010952380952380953,0.029697162967193394,-0.004278226204985608,0.029387382817103957
0.011428571428571429,0.02559971419957429,0.0197127137487641,-0.016332614112847102
0.011904761904761904,0.03934956470289043,0.0321878385312277,0.022634736424234636
0.012380952380952381,0.01831528957426401,0.017575616006546668,-0.005152431870443758
0.012857142857142857,0.028537483018422734,-0.021519516334442712,-0.018742954776619913
0.013333333333333332,0.028851600255091196,0.028726295051231476,-0.002686039818984881
0.01380952380952381,0.024549701161822025,-0.009660616279655199,0.02256901238938086
0.014285714285714285,0.007576919596496354,0.0022220849011488353,0.007243759332270561
0.014761904761904763,0.024337853652202028,0.024242820723513754,-0.0021486655774167474
0.015238095238095238,0.05502244217329961,0.05189486715039557,0.018286385814504036
0.015714285714285715,0.05139291984213976,-0.05047482456639393,-0.009670795980288222
0.01619047619047619,0.03191904390325972,0.028677084500301597,0.014016068930366443
0.016666666666666666,0.022416772786592695,0.019820182571429486,-0.01047244312474055
0.017142857142857144,0.027688665357428255,-0.01451149943440283,0.023581318314313426
0.017619047619047618,0.01385811862441096,0.0064715029826702755,0.012254268682933944
0.018095238095238095,0.02584574112529985,0.017064772768374974,0.019411230375216915
0.018571428571428572,0.013955812970688984,0.010848026563526528,0.00877980838913206
0.01904761904761905,0.03428875614869251,0.012459567657737584,0.031944920910948554
0.019523809523809523,0.024072710092982307,0.023264617674734672,-0.0061848957686605616
0.02,0.03089876814300921,-0.022285209547394394,0.021403348060155508
0.020476190476190478,0.022047252262827787,0.010300135202656387,0.019493294927942884
0.02095238095238095,0.014085075040776404,0.0060268429044798705,0.012730534297861307
0.02142857142857143,0.03980715883003656,-0.012176371952640486,0.03789915381892725
0.021904761904761906,0.006998802124970566,-0.0024078520844665052,-0.0065715659871770915
0.02238095238095238,0.028561508895401887,0.00826793921681182,0.0273386351431308
0.022857142857142857,0.036336984083379306,-0.018737548807289325,0.031133272827799707
0.023333333333333334,0.017794184575730346,-0.017336105476067676,-0.004011539808828554
0.023809523809523808,0.02722996820163314,0.02667129479393561,0.005487549751659215
0.024285714285714285,0.05189983788084709,-0.021345313819676928,0.047307195541457736
0.024761904761904763,0.02237581508579822,-0.021821797270783705,-0.004948359791552337
0.025238095238095237,0.02943432022668869,-0.017651340419361006,-0.023554392129857382
0.025714285714285714,0.07192279041248384,-0.002320969912433621,0.07188533146187515
0.02619047619047619,0.05723825100486193,-0.05481874661630022,-0.01646579477320939
0.026666666666666665,0.01725321040913192,0.010220136980791023,-0.013900434148459026
0.027142857142857142,0.022313478722388706,-0.021176719326366458,0.007031208378848602
0.02761904761904762,0.06334454126036856,-0.06295617959585632,0.007003596089211542
0.028095238095238097,0.035169866435174904,-0.029922475510665597,-0.018481476250063467
0.02857142857142857,0.048659527675315645,-0.030741547991809115,0.037718786574492374
0.029047619047619048,0.01180546756588818,0.00015942919459881189,-0.011804390995775571
0.029523809523809525,0.026679184122538904,-0.02083865791412423,0.01665920771772894
0.03,0.06034576332657666,0.0003608435858385023,-0.06034468446660206
0.030476190476190476,0.028916681561970598,-0.026910318898073354,0.010583440336696129
0.030952380952380953,0.014965072766913314,-0.011516608529229422,-0.009556209023639586
0.03142857142857143,0.05389388216937785,-0.040578286109170636,-0.03546763639896339
0.03190476190476191,0.005889324414998902,0.005885247715465655,0.0002190922013866614
0.03238095238095238,0.044929721927752415,-0.04492654216718858,0.0005345291432490573
0.032857142857142856,0.039633415803982275,0.007743026612430315,-0.038869694971411184
0.03333333333333333,0.05107103585793862,-0.039436812119046274,-0.03244978510699103
0.03380952380952381,0.00839220740214819,-0.002212650043348058,-0.008095265583434721
0.03428571428571429,0.04710513898654531,0.0035010335480552685,-0.04697485373087544
0.034761904761904765,0.029610093732804054,-0.02890024443240971,0.006444650697470994
0.035238095238095235,0.04085121759502704,-0.01720698724989729,-0.03705052724021776
